image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0-527.jpeg,0,0.77011365,0.33426487,0.0,0.0,0.7686127,0.31660053,0.0,0.0,0.74858844,0.30536354,0.68126506,0.3509953,0.7449474,0.3870458,0.6397267,0.41313723,0.7667617,0.51772606,0.67494124,0.46737492,0.8225171,0.5806279,0.6710843,0.55211824,0.7121231,0.563088,0.67256737,0.73855835,0.7099541,0.7236869,0.6838658,0.8997309,0.70261294,0.8648258
0-177.jpeg,0,0.5516583,0.29862848,0.55946654,0.28141364,0.5459096,0.28271064,0.5810162,0.27762416,0.0,0.0,0.61188567,0.36785218,0.5348834,0.37408006,0.64702284,0.46303695,0.50538087,0.45559925,0.6048707,0.50005007,0.48890594,0.5258789,0.5987337,0.5745349,0.5522663,0.5768397,0.61020494,0.71773326,0.5583859,0.7357686,0.63143927,0.8407832,0.57890683,0.8586284
0-198.jpeg,0,0.63370115,0.27281392,0.64202666,0.2599955,0.6277771,0.25970662,0.65579414,0.27273032,0.6221564,0.271569,0.67700887,0.36352947,0.60546225,0.35022014,0.69861436,0.4608072,0.5776032,0.4149375,0.65774524,0.47287226,0.5516556,0.45800027,0.6500382,0.5504191,0.6090771,0.53843904,0.6431345,0.705069,0.61586493,0.68369466,0.6278377,0.82299846,0.6394993,0.7809179
0-462.jpeg,0,0.5414967,0.2882804,0.54857004,0.27507645,0.53606,0.27509722,0.56186485,0.27619404,0.5295325,0.2772266,0.5846625,0.34601253,0.5170127,0.35248157,0.6178255,0.42329407,0.49509794,0.4410681,0.582035,0.44932276,0.51035386,0.46686858,0.57272726,0.5319647,0.53000623,0.53364295,0.5749046,0.6712636,0.54340535,0.6649477,0.58678645,0.80087346,0.55608356,0.78971475
0-931.jpeg,0,0.72148705,0.2806977,0.7243024,0.2684255,0.7135738,0.26779455,0.0,0.0,0.69145674,0.27612016,0.735124,0.3640951,0.66202253,0.35641277,0.7626184,0.46405604,0.63284206,0.44277874,0.72406924,0.48753917,0.66589105,0.44884995,0.7114993,0.5606462,0.6656725,0.55720013,0.7003085,0.7075418,0.6600193,0.7003266,0.6944999,0.8369646,0.6568197,0.82613087
0-618.jpeg,0,0.57222235,0.30898863,0.5787174,0.29411757,0.5667149,0.29621977,0.5950467,0.28847852,0.0,0.0,0.60883033,0.35736075,0.57444495,0.34917662,0.593327,0.46080875,0.5692998,0.41659224,0.5599476,0.5032393,0.5692729,0.4261294,0.61116964,0.53047246,0.58749616,0.5249247,0.60532373,0.6793096,0.58955926,0.66435426,0.60587555,0.81308174,0.5987541,0.7916543
0-248.jpeg,0,0.6078285,0.28496242,0.6164701,0.2690459,0.6020194,0.2694577,0.63446265,0.27078724,0.598541,0.27035975,0.66418153,0.3629532,0.58052194,0.35097745,0.68487394,0.46903703,0.55346864,0.4355749,0.64526826,0.49436983,0.53986454,0.4945192,0.6338476,0.56632835,0.58355457,0.5527644,0.62588304,0.72716427,0.5761576,0.70270556,0.6087616,0.8484067,0.5958509,0.8043105
0-161.jpeg,0,0.63725764,0.30838478,0.6468454,0.29059765,0.6323859,0.28990796,0.66730684,0.28550076,0.0,0.0,0.698356,0.37220365,0.61221427,0.3678078,0.72128016,0.48881447,0.5777237,0.4667997,0.6711292,0.5097275,0.57665956,0.46588507,0.66899544,0.5931598,0.61358684,0.5840967,0.6645454,0.7496194,0.59792334,0.73509693,0.65716296,0.88905597,0.58510375,0.86867523
0-531.jpeg,0,0.7637249,0.33172962,0.0,0.0,0.7597596,0.31305042,0.0,0.0,0.7335405,0.2994521,0.69139105,0.33729333,0.7218832,0.3772149,0.6627293,0.39847896,0.73458725,0.51077133,0.70341337,0.45243743,0.77668476,0.5692326,0.6709516,0.5288424,0.6942505,0.54703915,0.667144,0.69030136,0.7095734,0.71792823,0.6476933,0.8131304,0.6951755,0.8758637
0-862.jpeg,0,0.5849539,0.29451287,0.5858878,0.2837364,0.5793537,0.2818985,0.0,0.0,0.55667937,0.284133,0.5670185,0.35735485,0.5241319,0.35660985,0.571971,0.44622654,0.50464135,0.45198542,0.597974,0.4723834,0.54905,0.46424833,0.5495358,0.5401989,0.52127016,0.547177,0.55917567,0.6756714,0.526678,0.69455045,0.5594042,0.7902241,0.51850486,0.81984085
0-927.jpeg,0,0.7199281,0.27448606,0.72240525,0.26230404,0.71195054,0.26245782,0.0,0.0,0.6909986,0.27259317,0.73342997,0.3597816,0.6601463,0.35666114,0.76136553,0.45456567,0.6319753,0.44250742,0.7670084,0.52941984,0.6647816,0.44883654,0.7129871,0.5477954,0.66706234,0.5470934,0.7007593,0.69716245,0.6580219,0.6920996,0.6960764,0.8353541,0.65837616,0.8208927
0-474.jpeg,0,0.5868701,0.28819215,0.58863246,0.27494627,0.57933295,0.27574718,0.0,0.0,0.5595067,0.27699602,0.6019977,0.34873793,0.533576,0.3467559,0.63013476,0.43519524,0.50369066,0.43453872,0.59713936,0.44796553,0.5354408,0.4386655,0.58665663,0.5354382,0.54439044,0.5345356,0.5894864,0.67465585,0.5517473,0.66198635,0.5888487,0.80457467,0.5592211,0.7839349
0-835.jpeg,0,0.54859513,0.318023,0.5555863,0.30420783,0.543342,0.3056788,0.5732616,0.30080423,0.0,0.0,0.59149265,0.3703359,0.5472929,0.35580495,0.57120097,0.49182898,0.5437374,0.42781663,0.54472476,0.5686667,0.55319136,0.4456454,0.6018309,0.5360876,0.57171977,0.5283827,0.5936238,0.6925446,0.573638,0.66842467,0.5886624,0.82927364,0.5881052,0.79154277
0-566.jpeg,0,0.5610865,0.3019989,0.5692505,0.28556323,0.5562525,0.28671435,0.5891645,0.28147534,0.55460745,0.28418654,0.62171036,0.35644394,0.5441307,0.3730403,0.66220033,0.43519968,0.51904315,0.46191138,0.62111217,0.47536877,0.48711768,0.504215,0.6121704,0.5406367,0.56417125,0.5454445,0.625335,0.6865362,0.5746206,0.6890627,0.62904954,0.81673485,0.58999807,0.81651527
0-136.jpeg,0,0.6822426,0.29624695,0.6854885,0.28439552,0.6743452,0.28348097,0.0,0.0,0.65261805,0.2859681,0.6978256,0.3637435,0.62191373,0.35552728,0.71779996,0.4613772,0.5953377,0.44894832,0.6858889,0.46746886,0.6254398,0.4603726,0.6767794,0.55736846,0.63114715,0.5548944,0.6630172,0.7178703,0.64003855,0.7087855,0.65809524,0.8490788,0.6596224,0.8376574
0-82.jpeg,0,0.5524752,0.3224718,0.5548998,0.30739945,0.0,0.0,0.5769264,0.29754934,0.0,0.0,0.6280206,0.367934,0.5675783,0.36381218,0.66955984,0.44498208,0.5532025,0.4144538,0.62199956,0.50525075,0.5550868,0.4604226,0.62448955,0.5670348,0.5854313,0.5569871,0.6224651,0.7159897,0.57786584,0.68611306,0.62227666,0.8521012,0.5829466,0.8080038
0-423.jpeg,0,0.65261847,0.27800804,0.66137856,0.26850334,0.6474458,0.26497567,0.6717471,0.2780276,0.0,0.0,0.6690046,0.34000355,0.64196664,0.33379626,0.6676777,0.4195216,0.64669585,0.41678417,0.637746,0.4226417,0.62931734,0.42644343,0.66156584,0.5016147,0.6438967,0.49727342,0.6483425,0.6387941,0.64249533,0.6315289,0.6537469,0.7619332,0.6520422,0.75146806
0-589.jpeg,0,0.610728,0.31144115,0.619582,0.29777157,0.6073137,0.29530078,0.64107955,0.29750726,0.0,0.0,0.6727706,0.37540147,0.5970075,0.37001207,0.69743437,0.48051786,0.5683951,0.45407557,0.6496216,0.51161647,0.5349016,0.49178547,0.65235883,0.54536164,0.60743916,0.53445125,0.6446808,0.6961526,0.5961882,0.6737068,0.62730277,0.8201188,0.599333,0.7922421
0-970.jpeg,0,0.6117885,0.29770964,0.61972225,0.2834274,0.6057521,0.28498867,0.63669777,0.2843466,0.0,0.0,0.66189396,0.36037225,0.58790755,0.35909516,0.68524045,0.4628523,0.5573994,0.44086722,0.63793695,0.5001531,0.5906475,0.44339734,0.6441534,0.55948913,0.59871197,0.5584239,0.6383046,0.71470815,0.61039263,0.7041147,0.6534561,0.85151076,0.63428575,0.83496314
0-264.jpeg,0,0.5148695,0.27987915,0.52355313,0.26454267,0.5076574,0.2677761,0.54142386,0.2715523,0.0,0.0,0.55961096,0.36075535,0.500712,0.36367258,0.5807549,0.47407663,0.48689416,0.44665554,0.5382732,0.51885027,0.4950103,0.48245612,0.5516571,0.5723318,0.5133268,0.5765501,0.55518895,0.7159406,0.5198658,0.72719866,0.59723794,0.8328427,0.542034,0.8541233
0-634.jpeg,0,0.5908882,0.30607313,0.5997238,0.2921421,0.58510077,0.289736,0.6169364,0.2914157,0.58025277,0.2881127,0.6438908,0.37394235,0.5685736,0.36748904,0.6774843,0.47022963,0.54293674,0.4526596,0.62922937,0.49043167,0.51425374,0.48350695,0.6250944,0.54920167,0.57953435,0.53883207,0.6214199,0.6998221,0.5737513,0.6685852,0.61077714,0.8181724,0.5838741,0.7821868
0-321.jpeg,0,0.510797,0.28608346,0.0,0.0,0.50518477,0.27220476,0.0,0.0,0.4827449,0.2772142,0.45070994,0.34164894,0.48580965,0.35162726,0.43857783,0.43406108,0.51690364,0.44938576,0.47775462,0.44861463,0.56799877,0.4742539,0.4582601,0.5307132,0.48024267,0.5383847,0.45959648,0.6814646,0.48488075,0.68541217,0.46599695,0.8308154,0.47280103,0.83780974
0-771.jpeg,0,0.5965794,0.29149997,0.604534,0.27459496,0.59252983,0.275333,0.6265694,0.2731631,0.0,0.0,0.663427,0.36502245,0.5755785,0.36399174,0.6946415,0.4573774,0.5366503,0.43837816,0.64631766,0.4869873,0.5641173,0.45498124,0.6346641,0.5651219,0.58212435,0.5591063,0.6234427,0.71754867,0.572877,0.7077179,0.61662585,0.844231,0.5763092,0.8192922
0-458.jpeg,0,0.5430675,0.29228872,0.54952925,0.27850384,0.53738254,0.27986056,0.5628775,0.27711713,0.0,0.0,0.58645505,0.3439593,0.5187225,0.3543486,0.6193921,0.42347145,0.4900057,0.4367151,0.5827366,0.44591737,0.5066647,0.44560644,0.5739565,0.52640885,0.5307931,0.5320033,0.577561,0.6583194,0.5432557,0.6656034,0.6023328,0.7766366,0.55590653,0.7867086
0-16.jpeg,0,0.7712327,0.3163911,0.0,0.0,0.76532257,0.30066544,0.0,0.0,0.74174625,0.29551196,0.7269661,0.36344156,0.71823907,0.37132677,0.7176517,0.46151054,0.7498418,0.49117354,0.7355079,0.52622646,0.79875475,0.5583941,0.7033415,0.5455246,0.68995214,0.5532344,0.72730374,0.69964844,0.67628175,0.7175844,0.72637963,0.82481384,0.6637737,0.8631068
0-399.jpeg,0,0.70731163,0.27880114,0.7152746,0.26679233,0.70014393,0.26725033,0.7292006,0.27445313,0.6907564,0.27557603,0.74716264,0.34883517,0.6787592,0.34849575,0.768547,0.4266179,0.66579086,0.43050003,0.73823094,0.46193016,0.6811252,0.488374,0.72011876,0.5403297,0.67595214,0.5359804,0.708238,0.6706151,0.66559017,0.66695446,0.69169784,0.7899194,0.6567319,0.7887272
0-663.jpeg,0,0.6387853,0.29446378,0.0,0.0,0.6362368,0.28373384,0.0,0.0,0.62049854,0.28427547,0.6127345,0.34607998,0.59574044,0.33984616,0.6245391,0.42254326,0.59768677,0.4023346,0.6594555,0.45721844,0.6077803,0.42950702,0.5875824,0.4919198,0.5763016,0.49208087,0.58712274,0.62068033,0.56700414,0.6333151,0.5781833,0.746659,0.56042373,0.77116853
0-233.jpeg,0,0.67148083,0.29639998,0.6766968,0.2827163,0.6639949,0.2840025,0.68426436,0.2812165,0.65121734,0.28451237,0.703414,0.3536377,0.6299154,0.35397366,0.7340381,0.44240367,0.5965511,0.43703893,0.6968957,0.46052974,0.63598216,0.45824927,0.68146116,0.53492624,0.6348329,0.53877294,0.684255,0.6574003,0.63805896,0.670935,0.7012766,0.7667523,0.64637697,0.79365134
0-726.jpeg,0,0.61174667,0.28703174,0.6197401,0.27328566,0.6076079,0.27227396,0.63715166,0.27440107,0.0,0.0,0.66238284,0.3504978,0.59559953,0.3486646,0.6893995,0.4395786,0.5634235,0.41609615,0.655358,0.46371752,0.52716875,0.44078523,0.63720983,0.5372853,0.59775615,0.52985173,0.63118726,0.67133653,0.5854208,0.66908205,0.61428034,0.79339063,0.57352567,0.7882531
0-376.jpeg,0,0.6519263,0.29516864,0.0,0.0,0.6493048,0.28389716,0.0,0.0,0.632824,0.2848841,0.60399824,0.33924806,0.6183794,0.34950808,0.6111506,0.43032387,0.62994695,0.4524477,0.6446427,0.42187232,0.65901816,0.44239336,0.5888668,0.5145415,0.6022913,0.5232666,0.5877625,0.65027,0.62154514,0.6620862,0.5704436,0.7801516,0.6229154,0.8025211
0-1003.jpeg,0,0.47705472,0.29471427,0.4853832,0.27917734,0.4711213,0.2814181,0.5043892,0.2786081,0.0,0.0,0.5235235,0.36226046,0.458306,0.36119837,0.5293946,0.47943148,0.42922136,0.4466335,0.47725075,0.5130268,0.44716454,0.44665816,0.5012113,0.57509696,0.46958047,0.57124585,0.4613924,0.7237273,0.4906023,0.72092015,0.44083518,0.89282936,0.51336104,0.86837435
0-41.jpeg,0,0.5984419,0.3119877,0.60539705,0.2966733,0.5948664,0.2980078,0.62688863,0.29820007,0.0,0.0,0.65338796,0.38217857,0.59772015,0.36765763,0.67204475,0.48318243,0.5671901,0.43096974,0.6284433,0.5364264,0.5757298,0.47352007,0.6552419,0.564829,0.6252106,0.5529009,0.62779766,0.70946014,0.63839495,0.6879178,0.61912894,0.8396603,0.65646744,0.80718607
0-819.jpeg,0,0.5530697,0.33418113,0.5552586,0.31920716,0.0,0.0,0.57293016,0.30126077,0.0,0.0,0.6131695,0.34964415,0.5756,0.3616668,0.6303495,0.4296876,0.5941352,0.43941662,0.58900225,0.4517858,0.57512784,0.44532573,0.6293651,0.5273596,0.6014658,0.5271147,0.63436955,0.6656678,0.5908861,0.6552443,0.6356409,0.7953815,0.5990996,0.7773544
0-225.jpeg,0,0.7475124,0.29188013,0.7522543,0.27969715,0.74088,0.27874485,0.0,0.0,0.7241573,0.27853122,0.7556244,0.34855068,0.69949585,0.3418129,0.7519447,0.43841243,0.6830663,0.4261447,0.7439909,0.44723994,0.72446084,0.44388282,0.72538006,0.5162244,0.68540156,0.51259536,0.71664786,0.65025675,0.6651192,0.65487844,0.70304394,0.7742878,0.645403,0.7873344
0-675.jpeg,0,0.63029903,0.29227856,0.6321312,0.280627,0.623699,0.28038368,0.0,0.0,0.6032297,0.2825606,0.6062496,0.34239683,0.5949296,0.34311527,0.5976344,0.4243131,0.6222885,0.4213935,0.6085044,0.44657177,0.6499035,0.44913748,0.5875288,0.49424422,0.5768057,0.49692297,0.5860517,0.6206892,0.5682729,0.63779086,0.5775204,0.7437178,0.56108356,0.7746752
0-1015.jpeg,0,0.38973892,0.30594248,0.39841563,0.28898716,0.3833495,0.28816378,0.414506,0.2833413,0.37682438,0.28180233,0.4331337,0.36756507,0.36364827,0.368563,0.450078,0.49390993,0.33778828,0.469643,0.40243262,0.54469305,0.35337782,0.44754872,0.41946453,0.591958,0.37466466,0.58982927,0.41775984,0.7536396,0.36241865,0.7492832,0.43389177,0.8964176,0.34745324,0.8855142
0-360.jpeg,0,0.58768636,0.29586127,0.59115875,0.2839861,0.58063924,0.28325042,0.0,0.0,0.5620756,0.28119415,0.58674306,0.3360789,0.54979724,0.35198244,0.61131495,0.39173952,0.53024447,0.44817924,0.6097719,0.40800428,0.57662815,0.43708718,0.58111894,0.52012056,0.5589674,0.5286526,0.57022434,0.6520832,0.5572595,0.66454244,0.55773634,0.7787165,0.5244209,0.7908851
0-730.jpeg,0,0.59536666,0.28682664,0.6022368,0.27400303,0.59050876,0.27388117,0.61774766,0.27686614,0.0,0.0,0.6457446,0.35142094,0.5756036,0.35050914,0.67487997,0.43588808,0.55174863,0.4181634,0.63559335,0.46603876,0.5406153,0.43847013,0.6280394,0.5317838,0.5827108,0.528031,0.6188496,0.66653734,0.5756733,0.66516095,0.61457306,0.7912123,0.56717664,0.7957489
0-419.jpeg,0,0.64694273,0.2811136,0.6561331,0.26922014,0.64441806,0.26676795,0.6733226,0.2776805,0.0,0.0,0.65885365,0.34371805,0.6662343,0.33342057,0.62186253,0.42761475,0.0,0.0,0.5793457,0.44662103,0.0,0.0,0.65741557,0.5034679,0.6623945,0.4966263,0.6407461,0.63629407,0.656081,0.62677264,0.6438467,0.76264656,0.65523225,0.7477812
0-57.jpeg,0,0.5567764,0.3872962,0.564412,0.37331593,0.5513939,0.37190232,0.586013,0.36001146,0.0,0.0,0.6230757,0.4043318,0.5344879,0.41811544,0.66352195,0.4892845,0.50545007,0.5200464,0.6151318,0.54263467,0.5441324,0.5539746,0.6235989,0.5437867,0.5699694,0.54705167,0.61444664,0.694665,0.57117945,0.6826383,0.6169897,0.8463412,0.5673352,0.8347849
0-622.jpeg,0,0.59922636,0.30989727,0.6040217,0.29654813,0.591791,0.2976058,0.6091517,0.29069707,0.5785177,0.29307157,0.62881166,0.35723564,0.5624798,0.348551,0.6487959,0.45299074,0.5331477,0.42459083,0.60433865,0.4782718,0.55467194,0.43105066,0.6151735,0.5421592,0.574927,0.5357903,0.61050016,0.6926041,0.58448946,0.66370595,0.60760367,0.8262139,0.60025346,0.7797848
0-788.jpeg,0,0.5799631,0.28626972,0.58809316,0.27435812,0.57649696,0.27309495,0.60503656,0.27909678,0.0,0.0,0.6208918,0.35266647,0.5673748,0.34539285,0.6051303,0.44888392,0.5513205,0.43652532,0.5570965,0.46404964,0.5593228,0.44798052,0.60785276,0.5270313,0.57156545,0.5200919,0.60568273,0.677702,0.5745285,0.6556256,0.6107733,0.8141554,0.5962502,0.7818012
0-272.jpeg,0,0.46943715,0.28659052,0.4763799,0.27155307,0.46547195,0.2738919,0.49683174,0.27682295,0.0,0.0,0.5145661,0.36514807,0.49550137,0.3584359,0.52663386,0.49159637,0.50457156,0.4690896,0.4783346,0.50245386,0.47590065,0.4673967,0.51203024,0.58242136,0.50453174,0.5720836,0.48976728,0.75033295,0.51322824,0.71915656,0.48795414,0.9089454,0.53993785,0.85659355
0-767.jpeg,0,0.6056932,0.29865807,0.61451894,0.28239718,0.6008122,0.28063324,0.6345282,0.27917305,0.0,0.0,0.66575944,0.36601284,0.57946897,0.36167186,0.69463617,0.46365526,0.5465641,0.44744423,0.64837134,0.48678803,0.56994456,0.4641834,0.634559,0.57097906,0.5827637,0.56261665,0.62299526,0.7208944,0.5715358,0.70628494,0.6154102,0.83680487,0.5742096,0.8151583
0-337.jpeg,0,0.5109701,0.29957184,0.0,0.0,0.50608766,0.28866646,0.0,0.0,0.48648638,0.29234722,0.49544194,0.35050333,0.46437073,0.36140805,0.5169685,0.4091249,0.44446364,0.45558378,0.5220621,0.4221272,0.48533592,0.47210163,0.4914405,0.5352749,0.47137368,0.5429067,0.50414544,0.6729941,0.47736272,0.6783608,0.5139172,0.8100903,0.46641168,0.8124049
0-858.jpeg,0,0.5673544,0.29718044,0.56877774,0.28219953,0.56028295,0.28084385,0.0,0.0,0.5397461,0.28162572,0.5604097,0.36210114,0.5002545,0.36136588,0.5957994,0.44264624,0.47433338,0.45479795,0.6360858,0.4790877,0.52283007,0.4599295,0.54162854,0.54269266,0.5036235,0.55009854,0.55688095,0.6843223,0.51049536,0.6978929,0.5655095,0.8076577,0.51164675,0.8292453
0-985.jpeg,0,0.58489406,0.28822643,0.5930835,0.2724546,0.5831915,0.27262473,0.61730236,0.2725341,0.0,0.0,0.6500559,0.37623897,0.57474667,0.36548758,0.66685694,0.4802741,0.54421157,0.441547,0.6118513,0.5152801,0.51865196,0.4927688,0.6219272,0.57896084,0.5796136,0.5661997,0.6149487,0.73677623,0.5760586,0.7131055,0.60931236,0.8801578,0.61879635,0.8381407
0-77.jpeg,0,0.5771138,0.32251722,0.5844829,0.30737996,0.5750599,0.3063928,0.60922605,0.3008423,0.0,0.0,0.6543156,0.37425384,0.5706622,0.3784754,0.69900787,0.45525396,0.53885925,0.46269336,0.6542419,0.51481473,0.54280335,0.53788996,0.6398259,0.55180585,0.58976996,0.54541385,0.63194543,0.71540016,0.5780504,0.6944967,0.6241939,0.8491878,0.573291,0.8205376
0-98.jpeg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5191713,0.27856785,0.5466839,0.2838015,0.48999444,0.34581545,0.56293714,0.355365,0.46260434,0.41637662,0.5910286,0.43727157,0.48259088,0.4357038,0.5587901,0.4560844,0.50310236,0.5157701,0.5514335,0.52199066,0.5039653,0.6638137,0.5525903,0.67171276,0.50806636,0.79145557,0.5514991,0.803074
0-439.jpeg,0,0.6446308,0.2734352,0.64852494,0.26169464,0.637164,0.26220843,0.0,0.0,0.6206047,0.27123144,0.6649291,0.34511694,0.60013974,0.3444279,0.68325293,0.4276071,0.6073694,0.43291357,0.6565357,0.45355505,0.63964874,0.45854333,0.64770293,0.51711327,0.60641485,0.5146403,0.63560593,0.65990615,0.6057964,0.64739716,0.6220671,0.783264,0.6284947,0.76174927
0-593.jpeg,0,0.5915298,0.31063524,0.59927535,0.29693577,0.5896168,0.29585937,0.62142545,0.2972084,0.0,0.0,0.65730685,0.37527418,0.5888321,0.37454566,0.6845191,0.47981685,0.55440325,0.45599878,0.6363785,0.50925803,0.50525343,0.47879532,0.64984715,0.5503008,0.6104296,0.54144907,0.6426419,0.6968801,0.5993906,0.6706777,0.62991637,0.81837386,0.60630226,0.7824786
0-340.jpeg,0,0.5292409,0.29256842,0.0,0.0,0.52629364,0.28061497,0.0,0.0,0.50861996,0.28535488,0.50796854,0.34689242,0.48455858,0.35932913,0.5386202,0.39763352,0.47226343,0.45228103,0.5812443,0.41536593,0.5136658,0.46523237,0.49880174,0.5337962,0.49086905,0.54054534,0.49269733,0.67987263,0.5015137,0.6741289,0.4820904,0.8161643,0.50103325,0.8214047
0-710.jpeg,0,0.66914994,0.30026716,0.6686925,0.28645927,0.66340977,0.28650028,0.0,0.0,0.6415022,0.2912175,0.66202873,0.37538114,0.5993115,0.35298777,0.6980051,0.45675492,0.5603994,0.4226872,0.7451951,0.49088797,0.5950057,0.45210227,0.6196772,0.52033234,0.5823777,0.51244867,0.61951125,0.6622592,0.5677971,0.6562535,0.6134834,0.7820302,0.56109756,0.7712525
0-205.jpeg,0,0.6579794,0.30105224,0.66292465,0.28718323,0.6504677,0.28849941,0.6677991,0.28293955,0.6369599,0.28654784,0.6837524,0.3555081,0.62235284,0.34956107,0.71242374,0.44459102,0.6018309,0.43125543,0.67440575,0.43842834,0.62014025,0.4460762,0.6605972,0.5354467,0.6252817,0.529984,0.6378648,0.6816213,0.6304673,0.6636032,0.6374524,0.80666,0.64575136,0.7835187
